login,1317468459,2005502,158496,005.gat,97,77,89.154.65.25,255,27710,80
login,1317468498,2002554,158613,org027.gat,93,41,89.154.65.25,98,52239378,0
logout,1317468675,2007297,158619,010.gat,94,57,187.120.148.54,50,114451,0
login,1317468715,2007297,158619,010.gat,94,57,187.120.148.54,50,114451,0
logout,1317468715,2007642,158892,008.gat,175,78,201.73.208.122,48,7558,0
login,1317469363,2007642,158892,008.gat,175,78,201.73.208.122,48,7558,0
logout,1317469798,2007437,158787,org026.gat,78,41,189.64.147.144,62,398658,0
login,1317469879,2007181,158190,org027-1.gat,27,29,189.112.197.4,71,1499226,0
login,1317469881,2007189,158198,005.gat,133,39,187.33.206.41,93,13109112,0
logout,1317469909,2007181,158190,org027-1.gat,27,29,189.112.197.4,71,1499226,0
logout,1317470212,2007297,158619,010.gat,177,79,187.120.148.54,51,10953,0
login,1317470270,2007297,158619,010.gat,177,79,187.120.148.54,51,10953,0
login,1317470469,2007437,158787,org026.gat,78,41,189.64.147.144,62,398658,0
logout,1317470563,2005502,158496,005.gat,97,77,89.154.65.25,255,27710,80
logout,1317470961,2007189,158198,org027.gat,69,46,187.33.206.41,93,13354342,0
login,1317470973,2007189,158198,org027.gat,69,46,187.33.206.41,93,13354342,0
login,1317471102,2007484,158648,005.gat,99,78,189.61.244.75,19,35,0
logout,1317471104,2007437,158787,org026.gat,118,39,189.64.147.144,62,418737,0
logout,1317471339,2007274,158693,org027.gat,105,39,201.30.204.2,77,1936305,0
login,1317471354,2007274,158693,005-1.gat,30,74,201.30.204.2,77,1936305,0
login,1317471620,2007437,158787,org026.gat,118,39,189.64.147.144,62,418737,0
logout,1317471630,2004337,154299,org027.gat,102,40,187.78.184.126,92,9632084,0
logout,1317471773,2007484,158648,005.gat,99,78,189.61.244.75,19,35,0
logout,1317471780,2007274,158693,007-1.gat,99,30,201.30.204.2,77,1862812,0
login,1317471797,2007274,158693,007-1.gat,99,30,201.30.204.2,77,1862812,0
login,1317471852,2007224,158271,002-01.gat,46,42,201.23.177.72,255,28283,80
login,1317472097,2003459,154430,005.gat,99,79,201.19.216.1,95,1670,0
logout,1317472283,2007274,158693,007-1.gat,88,27,201.30.204.2,77,1865438,0
login,1317472292,2007274,158693,007-1.gat,88,27,201.30.204.2,77,1865438,0
login,1317472567,2005502,158496,005.gat,97,77,89.154.65.25,255,27710,80
login,1317472983,2007484,158648,005.gat,99,78,189.61.244.75,19,35,0
login,1317473203,2004337,154299,org027.gat,102,40,187.78.184.126,92,9632084,0
logout,1317473337,2007437,158787,org026.gat,48,37,189.64.147.144,63,13420,0
login,1317473466,2007181,158190,org027-1.gat,27,29,189.112.197.4,71,1499226,0
logout,1317473560,2007274,158693,org027.gat,105,38,201.30.204.2,77,1873746,0
logout,1317473569,2007181,158190,org027.gat,88,85,189.112.197.4,71,1499226,0
login,1317473649,2007274,158693,org027.gat,105,38,201.30.204.2,77,1873746,0
logout,1317473715,2002554,158613,005-2.gat,24,151,89.154.65.25,98,53015397,0
login,1317473740,2002554,158613,005-2.gat,24,151,89.154.65.25,98,53015397,0
login,1317473762,2003359,153184,002-07.gat,27,26,186.208.233.252,255,5970153,60
login,1317473916,2005168,155157,010.gat,68,46,186.219.227.143,99,37148583,0
logout,1317474003,2003459,154430,005.gat,100,81,201.19.216.1,95,1670,0
login,1317474192,2001037,152843,org027-1.gat,27,29,186.249.143.125,94,11989998,0
login,1317474275,2007437,158787,org026.gat,48,37,189.64.147.144,63,13420,0
logout,1317474292,2007189,158198,005.gat,98,80,187.33.206.41,93,13578142,0
logout,1317474320,2002554,158613,005.gat,102,75,89.154.65.25,98,53015397,0
logout,1317474542,2007484,158648,005.gat,100,78,189.61.244.75,19,35,0
login,1317474621,2007591,158829,005.gat,101,68,201.79.146.195,50,89177,0
logout,1317474719,2007591,158829,005.gat,99,79,201.79.146.195,50,89177,0
logout,1317474824,2007642,158892,008.gat,164,68,201.73.208.122,48,66101,0
login,1317474862,2007642,158892,008.gat,164,68,201.73.208.122,48,66101,0
logout,1317474888,2007788,159112,010.gat,178,69,201.13.123.67,52,111838,0
logout,1317474965,2003359,153184,org027.gat,108,37,186.208.233.252,255,5974275,60
logout,1317475321,2001037,152843,org027-1.gat,26,34,186.249.143.125,94,12409944,0
logout,1317475437,2007642,158892,008.gat,156,67,201.73.208.122,48,68414,0
login,1317475439,2007642,158892,008.gat,156,67,201.73.208.122,48,68414,0
login,1317475541,2006214,156446,005.gat,124,62,186.229.0.2,90,0,0
logout,1317475643,2007437,158787,org026.gat,25,30,189.64.147.144,63,64405,0
login,1317475774,2005558,155621,org027.gat,108,49,201.23.177.72,89,3672452,0
login,1317475923,2007437,158787,org026.gat,25,30,189.64.147.144,63,64405,0
login,1317476066,2007136,158106,008.gat,136,75,188.83.251.254,43,14012,0
logout,1317476224,2006214,156446,007-1.gat,97,53,186.229.0.2,90,15199,0
login,1317476248,2007591,158829,005.gat,99,79,201.79.146.195,50,89177,0
login,1317476254,2006214,156446,007-1.gat,97,53,186.229.0.2,90,15199,0
logout,1317476286,2007591,158829,005.gat,99,79,201.79.146.195,50,89177,0
logout,1317476322,2004337,154299,org027.gat,104,40,187.78.184.126,92,10508617,0
login,1317476324,2007591,158829,005.gat,99,79,201.79.146.195,50,89177,0
login,1317476338,2004337,154299,org027.gat,104,40,187.78.184.126,92,10508617,0
logout,1317476472,2007437,158787,org026.gat,67,36,189.64.147.144,63,72679,0
logout,1317476488,2007297,158619,005.gat,102,79,187.120.148.54,51,26433,0
login,1317476515,2006879,157575,org027.gat,90,36,200.162.216.120,95,13297396,0
login,1317476860,2007488,158692,005.gat,99,79,186.229.0.2,20,649,0
logout,1317476872,2007488,158692,005.gat,99,87,186.229.0.2,20,649,0
login,1317476950,2006769,157377,008.gat,98,33,186.229.0.2,44,29743,0
logout,1317476968,2006769,157377,008.gat,98,44,186.229.0.2,44,29743,0
login,1317477028,2006769,159178,005.gat,100,88,186.229.0.2,20,92,0
logout,1317477031,2005168,155157,009.gat,95,104,186.219.227.143,99,37232736,0
logout,1317477185,2005558,155621,org027.gat,111,35,201.23.177.72,89,4030201,0
logout,1317477253,2006769,159178,005.gat,102,80,186.229.0.2,20,92,0
login,1317477266,2005558,155621,org027.gat,111,35,201.23.177.72,89,4030201,0
logout,1317477730,2007591,158829,008.gat,97,46,201.79.146.195,50,89177,0
logout,1317477815,2004337,154299,org027.gat,97,43,187.78.184.126,92,10960137,0
login,1317477826,2004337,154299,org027.gat,97,43,187.78.184.126,92,10960137,0
login,1317477848,2007537,158737,008-1.gat,51,90,200.205.168.2,51,15289,0
login,1317477874,2007591,158829,008.gat,97,46,201.79.146.195,50,89177,0
logout,1317477922,2007642,158892,009-2.gat,68,61,201.73.208.122,49,42313,0
login,1317477996,2001037,152843,org027-1.gat,27,29,186.249.143.125,94,12409944,0
login,1317478022,2007437,158787,org026.gat,67,36,189.64.147.144,63,72679,0
logout,1317478022,2007768,159087,008.gat,64,62,201.73.208.122,47,10264,0
login,1317478472,2007112,158076,007.gat,84,33,189.89.16.34,15,74,0
logout,1317478580,2006214,156446,org027.gat,45,62,186.229.0.2,90,595438,0
login,1317478618,2006214,156446,005.gat,99,74,186.229.0.2,90,595438,0
logout,1317478621,2007437,158787,org027.gat,36,81,189.64.147.144,63,93133,0
logout,1317478655,2006214,156446,005-2.gat,174,23,186.229.0.2,90,400664,0
login,1317478680,2006214,156446,005-2.gat,174,23,186.229.0.2,90,400664,0
login,1317478703,2006755,157358,007.gat,68,37,201.52.87.247,71,780794,0
logout,1317478785,2006214,156446,org027.gat,107,40,186.229.0.2,90,400664,0
login,1317478802,2006214,156446,org027.gat,107,40,186.229.0.2,90,400664,0
logout,1317478802,2005558,155621,org027.gat,118,42,201.23.177.72,89,4332162,0
login,1317478977,2002554,158613,005.gat,102,75,89.154.65.25,98,53015397,0
login,1317478994,2005558,155621,org027.gat,118,42,201.23.177.72,89,4332162,0
logout,1317479083,2007274,158693,org027.gat,73,47,201.30.204.2,78,640693,0
login,1317479129,2003205,152991,002-01.gat,48,42,189.104.156.171,255,0,99
login,1317479140,2007274,158693,005-1.gat,30,74,201.30.204.2,78,640693,0
login,1317479176,2002951,152675,005.gat,97,79,186.203.82.153,99,2186818,0
login,1317479219,2007317,158411,005.gat,41,96,187.78.184.126,255,1514566,80
logout,1317479380,2007537,158737,008-1.gat,166,29,200.205.168.2,51,49565,0
login,1317479536,2007437,158787,org027.gat,36,81,187.47.60.161,63,93133,0
login,1317479603,2007802,159140,008-2.gat,122,30,189.80.248.149,45,1033,0
login,1317479618,2007189,158198,005.gat,98,80,187.33.206.41,93,13578142,0
logout,1317479678,2007189,158198,005.gat,143,68,187.33.206.41,93,13578211,0
login,1317479706,2007189,158198,005.gat,143,68,187.33.206.41,93,13578211,0
logout,1317479832,2006755,157358,005.gat,110,105,201.52.87.247,71,785555,0
login,1317479848,2006755,157358,005.gat,110,105,201.52.87.247,71,785555,0
logout,1317479953,2007274,158693,org027.gat,121,36,201.30.204.2,78,590012,0
login,1317479970,2007274,158693,org027.gat,121,36,201.30.204.2,78,590012,0
logout,1317480321,2007189,158198,org027.gat,104,38,187.33.206.41,93,13603479,0
login,1317480575,2003363,153192,org027.gat,93,38,189.41.165.126,92,5476321,0
logout,1317480576,2007274,158693,org027.gat,104,40,201.30.204.2,78,704661,0
login,1317480593,2007274,158693,org027.gat,104,40,201.30.204.2,78,704661,0
login,1317480734,2002667,152355,org027.gat,112,35,201.88.92.18,81,2603854,0
login,1317480935,2005168,155157,009.gat,95,104,186.219.227.143,99,37232736,0
logout,1317481073,2002667,152355,007.gat,75,78,201.88.92.18,81,2607694,0
logout,1317481101,2005168,155157,009-1.gat,57,63,186.219.227.143,99,37243146,0
login,1317481150,2006659,157183,005.gat,97,80,201.35.55.10,99,14082358,0
logout,1317481162,2006659,157183,005.gat,97,80,201.35.55.10,99,14082358,0
logout,1317481237,2007437,158787,org026.gat,91,36,187.47.60.161,63,140728,0
login,1317481237,2006734,157322,org027.gat,85,32,201.35.55.10,98,32867386,0
logout,1317481359,2007274,158693,org027.gat,104,33,201.30.204.2,78,859166,0
login,1317481380,2007274,158693,org027.gat,104,33,201.30.204.2,78,859166,0
logout,1317481516,2001037,152843,org027-1.gat,26,34,186.249.143.125,94,13679821,0
logout,1317482000,2007112,158076,001b.gat,63,39,189.89.16.34,17,823,0
login,1317482053,2006659,157183,005.gat,97,80,201.35.55.10,99,14082358,0
login,1317482081,2007782,159105,009-2.gat,60,58,201.73.208.122,38,17514,0
login,1317482131,2007768,159087,008.gat,64,62,201.73.208.122,47,10264,0
logout,1317482306,2006659,157183,005.gat,97,80,201.35.55.10,99,14082358,0
login,1317482717,2007642,158892,009-2.gat,68,61,201.73.208.122,49,42313,0
logout,1317482863,2007642,158892,009-2.gat,65,65,201.73.208.122,49,42313,0
logout,1317482919,2007802,159140,008-2.gat,95,32,189.80.248.149,45,23884,0
logout,1317482967,2003205,152991,009-2.gat,64,74,189.104.156.171,255,2501,99
login,1317483024,2007537,158737,008-1.gat,166,29,200.205.168.2,51,49565,0
login,1317483484,2007112,158076,001b.gat,63,39,189.89.16.34,17,823,0
login,1317483486,2005168,155157,009-1.gat,57,63,186.219.227.143,99,37243146,0
logout,1317483492,2007112,158076,001b.gat,58,41,189.89.16.34,17,823,0
logout,1317483526,2006755,157358,008.gat,124,62,201.52.87.247,71,839717,0
logout,1317483612,2007274,158693,org027.gat,101,42,201.30.204.2,78,1267240,0
login,1317483640,2007274,158693,org027.gat,101,42,201.30.204.2,78,1267240,0
logout,1317483766,2006214,156446,org027.gat,47,35,186.229.0.2,90,1777019,0
logout,1317483771,2005168,155157,009-1.gat,95,91,186.219.227.143,99,37264493,0
login,1317483786,2006214,156446,005.gat,99,74,186.229.0.2,90,1777019,0
logout,1317483806,2006214,156446,005-2.gat,174,24,186.229.0.2,90,1582245,0
login,1317483825,2006214,156446,005-2.gat,174,24,186.229.0.2,90,1582245,0
logout,1317483844,2006214,156446,005-2.gat,174,19,186.229.0.2,90,1582245,0
login,1317483861,2006214,156446,005-2.gat,174,19,186.229.0.2,90,1582245,0
logout,1317483883,2007768,159087,008.gat,140,37,201.73.208.122,47,18499,0
logout,1317483891,2003363,153192,005.gat,101,79,189.41.165.126,92,5546355,0
login,1317483923,2007768,159087,008.gat,140,37,201.73.208.122,47,18499,0
login,1317484012,2006755,157358,008.gat,124,62,201.52.87.247,71,839717,0
logout,1317484130,2007591,158829,005.gat,99,79,201.79.146.195,50,100725,0
login,1317484254,2007591,158829,005.gat,99,79,201.79.125.92,50,100725,0
logout,1317484800,2007537,158737,008-1.gat,52,94,200.205.168.2,51,94198,0
logout,1317484942,2006734,157322,org027.gat,109,36,201.35.55.10,98,33632521,0
login,1317484963,2006734,157322,org027.gat,109,36,201.35.55.10,98,33632521,0
logout,1317485058,2006755,157358,008.gat,129,72,201.52.87.247,71,873289,0
login,1317485072,2006659,157183,005.gat,97,80,201.35.55.10,99,14082358,0
login,1317485073,2006755,157358,008.gat,129,72,201.52.87.247,71,873289,0
logout,1317485396,2006755,157358,005.gat,78,93,201.52.87.247,71,873289,0
login,1317485422,2007437,158787,org026.gat,91,36,187.46.136.34,63,140728,0
login,1317485463,2007189,158198,org027.gat,104,38,187.33.206.41,93,13603479,0
login,1317485512,2007788,159112,010.gat,178,69,201.13.123.67,52,111838,0
logout,1317485545,2007189,158198,org027.gat,101,42,187.33.206.41,93,13612888,0
logout,1317485710,2007274,158693,org027.gat,104,43,201.30.204.2,78,1691511,0
login,1317486131,2007841,159206,007.gat,81,36,187.59.136.145,12,209,0
login,1317486137,2006881,157579,008.gat,165,50,189.36.199.11,46,37649,0
logout,1317486158,2005558,155621,org027.gat,111,31,201.23.177.72,89,4949748,0
logout,1317486220,2006659,157183,005.gat,102,80,201.35.55.10,99,14082358,0
login,1317486251,2005558,155621,org027.gat,111,31,201.23.177.72,89,4949748,0
logout,1317486475,2007437,158787,org027.gat,44,81,187.46.136.34,63,184401,0
login,1317486531,2002619,152291,009.gat,120,34,201.95.41.249,79,14363,0
logout,1317486706,2007591,158829,008.gat,126,72,201.79.125.92,50,101180,0
logout,1317486994,2004337,154299,org027.gat,80,38,187.78.184.126,92,13259205,0
login,1317487009,2004337,154299,org027.gat,80,38,187.78.184.126,92,13259205,0
logout,1317487087,2006734,157322,org027.gat,79,33,201.35.55.10,98,34464289,0
login,1317487244,2007591,158829,008.gat,126,72,201.79.109.114,50,101180,0
logout,1317487291,2005558,155621,org027.gat,111,34,201.23.177.72,89,5052852,0
login,1317487308,2005558,155621,org027.gat,111,34,201.23.177.72,89,5052852,0
logout,1317487310,2007224,158271,002-01.gat,46,44,201.23.177.72,255,28283,80
login,1317487404,2007224,158271,002-01.gat,46,44,201.23.177.72,255,28283,80
login,1317487601,2006734,157322,org027.gat,79,33,201.66.15.103,98,34464289,0
logout,1317487638,2005558,155621,org027.gat,97,43,201.23.177.72,89,5117217,0
login,1317487662,2005558,155621,org027.gat,97,43,201.23.177.72,89,5117217,0
logout,1317487721,2005558,155621,org027.gat,95,44,201.23.177.72,89,5119007,0
login,1317487741,2005558,155621,org027.gat,95,44,201.23.177.72,89,5119007,0
logout,1317487765,2006881,157579,008.gat,139,40,189.36.199.11,46,48391,0
login,1317487837,2007437,158787,org027.gat,44,81,187.46.136.34,63,184401,0
logout,1317488027,2002619,152291,org027.gat,102,43,201.95.41.249,79,51283,0
logout,1317488239,2006214,156446,org027.gat,93,35,186.229.0.2,90,2679336,0
login,1317488260,2006214,156446,org027.gat,93,35,186.229.0.2,90,2679336,0
login,1317488386,2007537,158737,008-1.gat,52,94,200.205.168.2,51,94198,0
logout,1317488406,2004337,154299,org027.gat,64,38,187.78.184.126,93,9105,0
login,1317488421,2004337,154299,007.gat,75,78,187.78.184.126,93,9105,0
login,1317488438,2005929,156183,002-01.gat,46,44,189.103.206.237,81,1818498,0
logout,1317488514,2005929,156183,002-01.gat,45,44,189.103.206.237,81,1818498,0
logout,1317488837,2007437,158787,org027.gat,126,80,187.46.136.34,63,218311,0
logout,1317488855,2005558,155621,org027.gat,105,41,201.23.177.72,89,5241115,0
login,1317488948,2005558,155621,org027.gat,105,41,201.23.177.72,89,5241115,0
login,1317489077,2007274,158693,org027.gat,104,43,201.30.204.2,78,1691511,0
logout,1317489189,2005558,155621,org027.gat,103,45,201.23.177.72,89,5241115,0
login,1317489380,2006769,159178,005.gat,102,80,186.229.0.2,20,92,0
logout,1317489528,2007224,158271,002-01.gat,46,44,201.23.177.72,255,28283,80
login,1317489624,2005168,155157,009-1.gat,95,91,186.219.227.143,99,37264493,0
logout,1317489629,2007274,158693,org027.gat,97,48,201.30.204.2,78,1777905,0
login,1317489662,2007274,158693,org027.gat,97,48,201.30.204.2,78,1777905,0
login,1317489665,2003363,153192,005.gat,101,79,189.41.165.126,92,5546355,0
logout,1317489754,2007274,158693,org027.gat,119,44,201.30.204.2,78,1784620,0
login,1317489808,2007274,158693,org027.gat,119,44,201.30.204.2,78,1784620,0
logout,1317489855,2007274,158693,org027.gat,119,44,201.30.204.2,78,1784620,0
logout,1317489973,2005168,155157,009-1.gat,100,67,186.219.227.143,99,37283996,0
login,1317489996,2007274,158693,005-1.gat,30,74,201.30.204.2,78,1784620,0
login,1317490053,2005168,155157,009-1.gat,100,67,186.219.227.143,99,37283996,0
logout,1317490076,2007274,158693,org025.gat,28,66,201.30.204.2,78,1703204,0
logout,1317490091,2007317,158411,012.gat,90,36,187.78.184.126,255,1515170,80
login,1317490095,2007274,158693,org025.gat,28,66,201.30.204.2,78,1703204,0
logout,1317490195,2007537,158737,008.gat,102,45,200.205.168.2,52,408,0
login,1317490316,2005558,155621,org027.gat,103,45,186.229.0.2,89,5241115,0
login,1317490327,2002842,153280,org027.gat,105,47,201.82.27.33,92,8240461,0
login,1317490334,2007224,158271,002-01.gat,46,44,186.229.0.2,255,28283,80
logout,1317490338,2006769,159178,005.gat,102,80,186.229.0.2,20,92,0
logout,1317490532,2007274,158693,org027.gat,106,40,201.30.204.2,78,1726866,0
login,1317490557,2007274,158693,org027.gat,106,40,201.30.204.2,78,1726866,0
login,1317490780,2007515,158705,008.gat,132,75,187.33.206.41,65,248856,0
logout,1317491013,2002842,153280,org016.gat,20,53,201.82.27.33,92,8246928,0
login,1317491047,2002842,153280,org016.gat,20,53,201.82.27.33,92,8246928,0
logout,1317491457,2002842,153280,navio016.gat,20,24,201.82.27.33,92,8246928,0
login,1317491493,2007297,158619,005.gat,102,79,187.9.27.205,51,26433,0
login,1317491505,2002842,153280,navio016.gat,20,24,201.82.27.33,92,8246928,0
logout,1317491535,2002842,153280,org016.gat,52,101,201.82.27.33,92,8246928,0
login,1317491558,2002842,153280,org016.gat,52,101,201.82.27.33,92,8246928,0
logout,1317491559,2002842,153280,org016.gat,52,101,201.82.27.33,92,8246928,0
login,1317491585,2002842,153280,org016.gat,52,101,201.82.27.33,92,8246928,0
logout,1317491707,2002842,153280,org016.gat,50,108,201.82.27.33,92,8246928,0
logout,1317491720,2006214,156446,org027.gat,104,45,186.229.0.2,90,3491852,0
login,1317491747,2006214,156446,org027.gat,104,45,186.229.0.2,90,3491852,0
logout,1317491980,2002554,158613,org027.gat,110,38,89.154.65.25,98,56361814,0
logout,1317491980,2006879,157575,org027.gat,110,38,200.162.216.120,95,16382010,0
login,1317492000,2006879,157575,org027.gat,110,38,200.162.216.120,95,16382010,0
login,1317492048,2002554,158613,org027.gat,110,38,89.154.65.25,98,56361814,0
logout,1317492101,2006214,156446,org027.gat,89,48,186.229.0.2,90,3578221,0
logout,1317492115,2005558,155621,org027.gat,121,40,186.229.0.2,89,5584737,0
logout,1317492119,2007224,158271,005.gat,102,79,186.229.0.2,255,28283,80
logout,1317492126,2002951,152675,005.gat,97,79,186.203.82.153,99,2186818,0
logout,1317492166,2007297,158619,005.gat,145,42,187.9.27.205,51,26468,0
logout,1317492185,2007274,158693,org027.gat,105,41,201.30.204.2,78,2021803,0
login,1317492210,2007274,158693,org027.gat,105,41,201.30.204.2,78,2021803,0
login,1317492211,2007297,158619,005.gat,145,42,187.9.27.205,51,26468,0
logout,1317492267,2007136,158106,004.gat,105,42,188.83.251.254,45,17487,0
logout,1317492579,2007274,158693,org027.gat,101,43,201.30.204.2,78,2072759,0
login,1317492596,2007274,158693,org027.gat,101,43,201.30.204.2,78,2072759,0
login,1317492600,2007437,158787,org027.gat,126,80,187.46.136.34,63,218311,0
logout,1317492637,2003363,153192,005.gat,101,79,189.41.165.126,92,5546408,0
logout,1317492718,2007297,158619,005.gat,144,42,187.9.27.205,51,26468,0
login,1317492761,2006755,157358,005.gat,78,93,187.37.100.40,71,873289,0
logout,1317492791,2007591,158829,009-2.gat,24,43,201.79.109.114,50,105918,0
login,1317492835,2007591,158829,009-2.gat,24,43,201.79.109.114,50,105918,0
login,1317492848,2002951,152675,005.gat,97,79,186.203.82.153,99,2186818,0
login,1317492884,2002842,153280,org016.gat,50,108,201.82.27.33,92,8246928,0
logout,1317492885,2007591,158829,008.gat,101,86,201.79.109.114,50,105918,0
login,1317492917,2003363,153192,005.gat,101,79,189.41.165.126,92,5546408,0
login,1317492922,2002533,152195,007.gat,79,38,187.103.39.2,85,1166658,0
logout,1317492923,2006755,157358,005.gat,102,80,187.37.100.40,71,873289,0
login,1317492927,2007224,158271,005.gat,102,79,186.229.0.2,255,28283,80
login,1317492930,2005558,155621,org027.gat,121,40,186.229.0.2,89,5584737,0
login,1317492945,2006755,157358,005.gat,102,80,187.37.100.40,71,873289,0
login,1317492960,2006214,156446,org027.gat,89,48,186.229.0.2,90,3578221,0
logout,1317492974,2006755,157358,005.gat,102,80,187.37.100.40,71,873289,0
login,1317493016,2006755,157358,005.gat,102,80,187.37.100.40,71,873289,0
login,1317493027,2006769,159178,005.gat,102,80,186.229.0.2,20,92,0
logout,1317493146,2006755,157358,005.gat,102,80,187.37.100.40,71,873289,0
login,1317493347,2006755,157358,005.gat,102,80,187.37.100.40,71,873289,0
logout,1317493411,2006769,159178,008-6.gat,138,96,186.229.0.2,20,1308,0
logout,1317493420,2002554,158613,org027-1.gat,30,29,89.154.65.25,98,56778778,0
login,1317493472,2006769,159178,005.gat,99,74,186.229.0.2,20,1308,0
logout,1317493521,2006755,157358,005.gat,102,79,187.37.100.40,71,873289,0
logout,1317493554,2007782,159105,009-2.gat,31,52,201.73.208.122,39,11976,0
login,1317493578,2005929,156183,002-01.gat,45,44,189.103.206.237,81,1818498,0
login,1317493582,2007642,158892,009-2.gat,65,65,201.73.208.122,49,42313,0
logout,1317493662,2005168,155157,009.gat,110,49,186.219.227.143,99,37456868,0
login,1317493693,2006755,157358,005.gat,102,79,187.37.100.40,71,873289,0
